Code,name,latitude,longitude
6407,Charlevoix / Lionel-Groulx,45.48392802,-73.57731164
6408,Métro Georges-Vanier (St-Antoine / Canning),45.4891,-73.57656
6409,Lionel-Groulx / George-Vanier,45.48621939184824,-73.5737469792366
6410,Métro Crémazie (Crémazie / Lajeunesse),45.54640752148169,-73.63842844963074
6411,Clark / Prince-Arthur,45.5133025720765,-73.57296109199524
6412,Complexe sportif Claude-Robillard,45.553262,-73.638615
6413,Union / Cathcart,45.50355184389659,-73.56875538825989
6414,Parc St-Henri (Laporte / Guay),45.48013378575666,-73.58590811491013
6415,de Melrose / Sherbrooke,45.469819787448564,-73.61696138978003
6416,Notre-Dame-de-Grâce / Décarie,45.47735333523628,-73.61537218093872
6417,de la Salle / Hochelaga,45.55415230370231,-73.54749351739883
6419,Beaucourt / de la Côte-Ste-Catherine,45.491513,-73.633649
6420,Métro Snowdon (de Westbury / Queen-Mary),45.48538473242346,-73.62814217805862
6421,Cartier / Rosemont,45.54124722370603,-73.59104454517365
6422,Fleury / Lajeunesse,45.55357892880519,-73.66208285093306
6423,Hôpital général juif (de la Côte Ste-Catherine / Légaré),45.496302,-73.629822
6424,Square Chaboillez (St-Jacques / de la Cathédrale),45.49656303562923,-73.56491714715958
6425,Métro de l'Église (Ross / de l'Église),45.462846046287325,-73.56592163443565
6426,Métro Verdun (Willibrord / de Verdun),45.459487694540734,-73.57209205627441
6427,Métro Lasalle (de Rushbrooke / Caisse),45.47069642604657,-73.56542240828276
6428,Berlioz / de l'Île des Soeurs,45.45998577640931,-73.54395568370819
6429,Place du Commerce,45.46714,-73.54259
6432,de Maisonneuve / Greene,45.48697062,-73.58929306
6433,Hillside / Ste-Catherine,45.48282602624293,-73.59084337949753
6434,Victoria / de Maisonneuve,45.47742856483265,-73.60016942024231
6435,Victoria Hall,45.48129146961133,-73.6003303527832
6436,Argyle / Sherbrooke,45.48580087370364,-73.5957974300254
6501,Metro Jean-Drapeau,45.512178712851366,-73.532395362854
6502,Casino de Montréal,45.5063732,-73.52457672
6503,Métro Parc  (Ogilvy / Hutchison),45.53035130173597,-73.6243924498558
6504,La Ronde,45.52156536710626,-73.53533238172531
6700,de la Salle / Ste-Catherine,45.54996328646854,-73.53443384170531
6701,Stanley / Sherbrooke,45.50104110864491,-73.57717752456664
6702,Métro Assomption (Chauveau / de l'Assomption),45.569789,-73.548081
6703,Jardin Botanique (Pie-IX / Sherbrooke),45.55500446099039,-73.55535507202148
6704,19e avenue / St-Zotique,45.561594,-73.585643
6705,5e avenue / Bannantyne,45.456365,-73.57614
6706,Beatty / de Verdun,45.450729976972944,-73.5725748538971
6707,Métro Jolicoeur (Drake / de Sève),45.456498000831544,-73.58214363455772
6708,Place Jean-Paul Riopelle (Viger / de Bleury),45.50372673707354,-73.56170386075974
6709,Le Caron / Marc-Sauvalle ,45.461685,-73.584039
6710,Georges-Baril / Fleury,45.55837563499052,-73.65884408354759
6711,Alexandra / Waverly,45.531938,-73.617842
6712,LaSalle / Crawford,45.43791380065227,-73.58274042606354
6713,30e avenue / St-Zotique,45.56822507,-73.57943594
6714,LaSalle / 90e avenue,45.417147421132526,-73.64422470331192
6715,Natatorium (LaSalle / Rolland),45.44440817060518,-73.57556819915771
6716,Francis / Fleury,45.56387237463668,-73.6555677652359
6717,de Kent / Victoria,45.49456403292622,-73.63870203495026
6718,Grand Boulevard / Sherbrooke,45.466569,-73.623295
6719,Park Row O / Sherbrooke,45.46072936353252,-73.63407254219055
6720,Ontario / Viau,45.5594818,-73.535496
6721,Métro Cadillac (de Cadillac / Sherbrooke),45.5769632283486,-73.54683637619019
6722,du Quesne / Pierre-de-Coubertin,45.57498439946887,-73.53884875774384
6723,26e avenue / Beaubien,45.564944,-73.577639
6724,Léa-Roback / Sir-Georges-Etienne-Cartier,45.47166862589184,-73.582643866539
6725,Métro Monk (Allard / Beaulieu),45.45085122,-73.5940272
6726,Sauvé / Christophe-Colomb,45.55974012824849,-73.65117967128754
6727,Richardson / de Montmorency,45.484947256290994,-73.56036007404327
6728,d'Outremont / Ogilvy,45.52687028194893,-73.62672328948975
6729,St-André / Ste-Catherine,45.516426545782224,-73.5581123828888
6730,35e avenue / Beaubien,45.570081,-73.573047
6731,28e avenue / Rosemont,45.564353,-73.571244
6732,Fortune / Wellington,45.477923,-73.559038
6733,Villeray / de Normanville,45.547172039327485,-73.6185210943222
6734,Lajeunesse / Villeray,45.54211889,-73.6225471
6735,François-Perrault / L.-O.-David,45.56129965944617,-73.6014300584793
6736,Métro Henri-Bourassa (Henri-Bourassa / Millen),45.55675103297278,-73.66716161370277
6737,Jacques-Casault / Christophe-Colomb,45.552123,-73.630103
6738,Union / René-Lévesque,45.50235036136798,-73.56658279895781
6739,Pierre-de-Coubertin / Langelier,45.580314546424674,-73.5353136062622
6741,Canning / Notre-Dame,45.486318644010225,-73.5702332854271
6742,Briand / le Caron,45.462362,-73.59665
6743,St-Marc / Sherbrooke,45.494514,-73.583368
6744,Hamilton / Jolicoeur,45.456355,-73.597557
6745,de l'Épée / Jean-Talon,45.52793195650918,-73.62380504608154
6746,Métro Acadie (de l'Acadie / Beaumont),45.52357479400008,-73.62344294786453
6747,Waverly / St-Zotique,45.53050525974957,-73.61470833420753
